id,dealer,date,year,make,model,trim,trim_exact,mileage,price,Description,Condition,drive,Days On Lot,searchCity,url
424,autoTrader,1/30/2023,2019,Toyota,,Certified 2019 Toyota RAV4 XLE,XLE,29795,28500,Certified 2019 Toyota RAV4 XLE,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666768835&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
425,autoTrader,1/30/2023,2022,Toyota,,Used 2022 Toyota RAV4 Prime XSE,,7979,53587,Used 2022 Toyota RAV4 Prime XSE,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671406409&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
426,autoTrader,1/30/2023,2018,Chevrolet,,Used 2018 Chevrolet Tahoe LT w/ Z71 Midnight Edition,,43300,39991,Used 2018 Chevrolet Tahoe LT w/ Z71 Midnight Edition,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670830110&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
427,autoTrader,1/30/2023,2014,Jeep,,Used 2014 Jeep Cherokee Latitude,,31558,17334,Used 2014 Jeep Cherokee Latitude,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669067291&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
428,autoTrader,1/30/2023,2019,,,Used 2019 Hyundai Tucson SE w/ Cargo Package,SE,52229,20044,Used 2019 Hyundai Tucson SE w/ Cargo Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669721641&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
429,autoTrader,1/30/2023,2018,Toyota,,Certified 2018 Toyota RAV4 LE,LE,52394,22500,Certified 2018 Toyota RAV4 LE,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668224658&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
430,autoTrader,1/30/2023,2021,Toyota,,Certified 2021 Toyota RAV4 XLE,XLE,75109,25285,Certified 2021 Toyota RAV4 XLE,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669067295&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
431,autoTrader,1/30/2023,2022,Toyota,,Certified 2022 Toyota Corolla LE,LE,17329,26150,Certified 2022 Toyota Corolla LE,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669842257&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
432,autoTrader,1/30/2023,2020,Toyota,,Certified 2020 Toyota RAV4 LE,LE,40106,26981,Certified 2020 Toyota RAV4 LE,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666071934&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
433,autoTrader,1/30/2023,2021,Toyota,,Certified 2021 Toyota RAV4 XLE w/ Convenience Package,XLE,39106,29947,Certified 2021 Toyota RAV4 XLE w/ Convenience Package,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669954464&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
434,autoTrader,1/30/2023,2019,Toyota,,Certified 2019 Toyota RAV4 XLE Premium,XLE Premium,22628,30995,Certified 2019 Toyota RAV4 XLE Premium,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670514283&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
435,autoTrader,1/30/2023,2019,Toyota,,Used 2019 Toyota RAV4 XLE,XLE,14503,31122,Used 2019 Toyota RAV4 XLE,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670981786&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
436,autoTrader,1/30/2023,2020,Mercedes,,Used 2020 Mercedes-Benz GLE 350 4MATIC,,29810,49995,Used 2020 Mercedes-Benz GLE 350 4MATIC,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670590648&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
437,autoTrader,1/30/2023,2020,,,Used 2020 Land Rover Range Rover Sport HSE,Sport,25555,75995,Used 2020 Land Rover Range Rover Sport HSE,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671027831&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
438,autoTrader,1/30/2023,2018,,,Used 2018 Porsche 911 Carrera,,37107,81995,Used 2018 Porsche 911 Carrera,Used,2 wheel drive - rear,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671379536&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
439,autoTrader,1/30/2023,2021,,,Certified 2021 Porsche Macan S,S,22269,59995,Certified 2021 Porsche Macan S,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667084500&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
440,autoTrader,1/30/2023,2020,,,Certified 2020 Porsche Cayenne,,16047,64991,Certified 2020 Porsche Cayenne,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668852251&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
441,autoTrader,1/30/2023,2007,,,Used 2007 Porsche 911 Turbo,,45813,74997,Used 2007 Porsche 911 Turbo,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666177202&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
442,autoTrader,1/30/2023,2020,,,Certified 2020 Porsche Panamera 4S,,9734,95993,Certified 2020 Porsche Panamera 4S,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668570156&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
443,autoTrader,1/30/2023,2021,,,Certified 2021 Porsche Taycan 4S,,15386,113755,Certified 2021 Porsche Taycan 4S,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665842573&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
444,autoTrader,1/30/2023,2021,,,Certified 2021 Porsche Taycan Turbo,,12719,148355,Certified 2021 Porsche Taycan Turbo,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661998884&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
445,autoTrader,1/30/2023,2018,Fiat,,Used 2018 FIAT 500X Lounge w/ Lounge Premium Package (AWD),,31151,21392,Used 2018 FIAT 500X Lounge w/ Lounge Premium Package (AWD),Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668872342&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
446,autoTrader,1/30/2023,2017,,,Used 2017 Lexus RX 350 AWD,,75911,29592,Used 2017 Lexus RX 350 AWD,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669368445&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
447,autoTrader,1/30/2023,2021,,Sonata,Used 2021 Hyundai Sonata SEL,SEL,36908,21600,Used 2021 Hyundai Sonata SEL,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667255116&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
448,autoTrader,1/30/2023,2021,Chevrolet,,Used 2021 Chevrolet TrailBlazer LS,LS,11319,24000,Used 2021 Chevrolet TrailBlazer LS,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661355339&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
449,autoTrader,1/30/2023,2021,Jeep,Wrangler,Used 2021 Jeep Wrangler Sport,Sport,12611,33400,Used 2021 Jeep Wrangler Sport,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667132869&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
450,autoTrader,1/30/2023,2020,Dodge,,Used 2020 Dodge Challenger R/T Scat Pack,R/T,16215,48000,Used 2020 Dodge Challenger R/T Scat Pack,Used,2 wheel drive - rear,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667944887&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
451,autoTrader,1/30/2023,2022,Jeep,,Used 2022 Jeep Grand Cherokee L Overland,,4385,57900,Used 2022 Jeep Grand Cherokee L Overland,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663956891&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
452,autoTrader,1/30/2023,2022,Ram,Ram,Used 2022 RAM 1500 Big Horn,,1294,46950,Used 2022 RAM 1500 Big Horn,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670876282&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
453,autoTrader,1/30/2023,2018,Honda,,Used 2018 Honda CR-V Touring,TOURING,44098,26000,Used 2018 Honda CR-V Touring,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=657827376&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
454,autoTrader,1/30/2023,2015,,,Used 2015 Lexus NX 200t F Sport,Sport,36597,27000,Used 2015 Lexus NX 200t F Sport,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661948573&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
455,autoTrader,1/30/2023,2016,,,Certified 2016 Lexus RX 350 F Sport,Sport,46848,34900,Certified 2016 Lexus RX 350 F Sport,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=660605861&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
456,autoTrader,1/30/2023,2019,,,Used 2019 Lincoln MKC Premiere,,37622,23399,Used 2019 Lincoln MKC Premiere,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669108085&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
457,autoTrader,1/30/2023,2019,,,Used 2019 Lincoln Continental Select,,34311,30499,Used 2019 Lincoln Continental Select,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670560694&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
458,autoTrader,1/30/2023,2019,,,Used 2019 Lincoln Continental Select,,37375,32499,Used 2019 Lincoln Continental Select,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668024687&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=400&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D400&clickType=listing
